id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0NTY1NTM2Nw==,188,Don't explode if NetworkInterface.getByInetAddress does.,dd354adf6ff4ca1a6a036ad96b689640c8c3b2c5,1,
MDExOlB1bGxSZXF1ZXN0NTgyMzgwMg==,192,Add an implementation of URLStreamHandlerFactory,cc2e0dd70417d923e2bb38feba3c2a5b46f69ce0,2,
MDExOlB1bGxSZXF1ZXN0NTg1MTYyMw==,194,Use animal-sniffer to ensure only Java 1.5 is used,c9e9d45649a2e537cd4a5b60ba7f68a7dc63d940,1,
MDExOlB1bGxSZXF1ZXN0NTkzMDExMA==,197,Correct specialized platform name to Java6.,de26790eafc01e49bbc09760dd9c13a345ec39d9,1,
MDExOlB1bGxSZXF1ZXN0NTk1MjA2MQ==,199,Null-check request entity since it might not be present.,aa4f4484c929f3b0fea65a16695fad7c905441c5,2,
MDExOlB1bGxSZXF1ZXN0NTk5NjI4OA==,201,Add new classname for AOSP's SSLSocket change,489956e40f66d57a2373653b71f03d27078e45f6,1,
MDExOlB1bGxSZXF1ZXN0NjA4MzE1MQ==,204,Support querying & setting transport lists on connections.,6baecd2dc500700793b01d5d0ec5807f760eb8a8,6,
MDExOlB1bGxSZXF1ZXN0NjI2Njc4MQ==,208,Allow access to the underlying DiskLruCache.,cc421b7fe70f5dc5fc2c8091583f69792b102ae1,1,
MDExOlB1bGxSZXF1ZXN0NjMwMzE0Mg==,209,Ignore null header values.,61112416157f3fe3972a685e8826f6dca1cfd287,1,
MDExOlB1bGxSZXF1ZXN0NjMyNTA4NQ==,210, Fix bad locking in SpdyConnection,5ec31ddb792a2c00882bbdb0a6dd60c549a6e6bc,1,
MDExOlB1bGxSZXF1ZXN0NjM0MjY2OQ==,211,Make OkHostnameVerifier a constant. This fixes connection reuse.,803852d9ab5a0ac8084ab206810f6e7d15ae65de,3,
MDExOlB1bGxSZXF1ZXN0NjM0MjY5NA==,212,Don't whitelist routes when recycling them,500d26e00789820600b0d2bb2f6eec90a1c1d91a,1,
MDExOlB1bGxSZXF1ZXN0NjM0Mjc4OA==,213,Tweak the API for URLStreamHandlerFactory,e63afed0a488541be447c07ec0e62eb036d7800e,2,
MDExOlB1bGxSZXF1ZXN0NjQ5MzY4MA==,217,Fix a bug in caching cross-protocol redirects.,57af28db8ae71fd6384a6f8ac3f5dee1c78f21a6,3,
MDExOlB1bGxSZXF1ZXN0NjQ5Mzk2OA==,218,Make ConnectionPoolTest less flaky,a902367cd34018caed0c89dbcd51c36c52bbb428,1,
MDExOlB1bGxSZXF1ZXN0NjY2MTk5Nw==,225,First step in an async HTTP API.,9aa4132295080b5380e8499b5e94b770475dfb42,10,
MDExOlB1bGxSZXF1ZXN0NjcyMTQxNA==,231,Allow specifying default timeouts for connect and read per OkHttpClient.,22c82abec408616558352198d4ffe23702b85c95,1,
MDExOlB1bGxSZXF1ZXN0NjcyMTc4MA==,232,Request entity tests for the Apache client shim.,af80aff05298ca3b2e56dbaf6bd8d01034a3854f,1,
MDExOlB1bGxSZXF1ZXN0NjcyMjI1Nw==,233,Ensure cache entries are invalidated even for uncacheable POST-like requests.,871f6f9a12bccce915458f9d2e4dbd761cf67e66,5,
MDExOlB1bGxSZXF1ZXN0NjcyMjUxNQ==,234,Change custom headers to 'OkHttp-Foo-Bar' format.,887aab98335bc29029153d6e7906e47878ed5c09,2,
MDExOlB1bGxSZXF1ZXN0NjcyMzgwNg==,235,Cache all non-standard date format instances lazily.,d25a3fd297119e88f3827c7012f88a342d3e530d,1,
MDExOlB1bGxSZXF1ZXN0NjczNjA4MA==,236,Add a media type class to OkHttp.,82e5a6ec6d9165eec2bd4ffbbe310cc2049f0836,2,
MDExOlB1bGxSZXF1ZXN0Njc1MTA5MQ==,237,Add factory methods to create request bodies,de60d8f0bac6e03e84b84e97b468e237d2e8509f,4,
MDExOlB1bGxSZXF1ZXN0Njc1NzY3MQ==,238,Support streaming request bodies longer than 2 GiB.,2ae6c84c55c053e81b5e1b393cd945cabb43b89a,5,
MDExOlB1bGxSZXF1ZXN0Njc2ODQxMA==,239,Push state from HttpURLConnectionImpl to OkHttpClient,c14f68ccab656bba345041068d12c15f35feeac6,14,
MDExOlB1bGxSZXF1ZXN0Njc5NzM4Mw==,241,Introduce a Policy interface between engine and connection.,439324544403e76841a524b6202efe4fc2bb902c,12,
MDExOlB1bGxSZXF1ZXN0NjgwMDIxOA==,243,Fixed Alcatel getByInetAddress bug. ,3fcce9ebea4f93dc4379f6d1614548267be1c100,1,
MDExOlB1bGxSZXF1ZXN0Njg2MDIyMQ==,244,Catch SecurityExceptions from socket connects.,3abd07f02ccf6bc356d87d1c46ef805043bb50c9,2,
MDExOlB1bGxSZXF1ZXN0Njg3NTEwNQ==,245,Removed trailing whitespace in Platform.,fd2b555d79fab74fe37b7f05bb9171e714ae54a6,1,
MDExOlB1bGxSZXF1ZXN0Njg3OTgyMg==,246,Stopped sending final empty frame on stream initiated in sender half-closed state.,09edd31432e6d04852b17b9d8d458efa09482394,1,
